# 时间(秒) 聚合器ID 旧应用ID->新应用ID 旧键值->新键值
2.000002576 379 0->1 0->23
2.000002576 378 0->2 0->23
2.000002600 377 0->0 0->24
2.000002600 376 0->1 0->24
2.000002600 375 0->2 0->24
2.000002624 374 0->0 0->25
2.000002624 373 0->1 0->25
2.000002624 372 0->2 0->25
2.000002648 371 0->0 0->26
2.000002648 370 0->1 0->26
2.000002648 369 0->2 0->26
2.000002672 368 0->0 0->27
2.000002672 367 0->1 0->27
2.000002672 366 0->2 0->27
2.000002696 365 0->0 0->28
2.000002696 364 0->1 0->28
2.000002696 363 0->2 0->28
2.000002720 362 0->0 0->29
2.000002720 361 0->1 0->29
2.000002720 360 0->2 0->29
2.000002744 359 0->0 0->30
2.000002744 358 0->1 0->30
2.000002744 357 0->2 0->30
2.000002768 356 0->0 0->31
2.000002768 355 0->1 0->31
2.000002768 354 0->2 0->31
2.000002792 353 0->0 0->32
2.000002792 352 0->1 0->32
2.000002792 351 0->2 0->32
2.000002816 350 0->0 0->33
2.000002816 349 0->1 0->33
2.000002816 348 0->2 0->33
2.000002840 347 0->0 0->34
2.000002840 346 0->1 0->34
2.000002840 345 0->2 0->34
2.000002864 344 0->0 0->35
2.000002864 343 0->1 0->35
2.000002864 342 0->2 0->35
2.000002888 341 0->0 0->36
2.000002888 340 0->1 0->36
2.000002888 339 0->2 0->36
2.000002912 338 0->0 0->37
2.000002912 337 0->1 0->37
2.000002912 336 0->2 0->37
2.000002936 335 0->0 0->38
2.000002936 334 0->1 0->38
2.000002936 333 0->2 0->38
2.000002960 332 0->0 0->39
2.000002960 331 0->1 0->39
2.000002960 330 0->2 0->39
2.000002984 329 0->0 0->40
2.000002984 328 0->1 0->40
2.000002984 327 0->2 0->40
2.000003008 326 0->0 0->41
2.000003008 325 0->1 0->41
2.000003008 324 0->2 0->41
2.000003032 323 0->0 0->42
2.000003032 322 0->1 0->42
2.000003032 321 0->2 0->42
2.000003056 320 0->0 0->43
2.000003056 319 0->1 0->43
2.000003056 318 0->2 0->43
2.000003080 317 0->0 0->44
2.000003080 316 0->1 0->44
2.000003080 315 0->2 0->44
2.000003104 314 0->0 0->45
2.000003104 313 0->1 0->45
2.000003104 312 0->2 0->45
2.000003128 311 0->0 0->46
2.000003128 310 0->1 0->46
2.000003128 309 0->2 0->46
2.000003152 308 0->0 0->47
2.000003152 307 0->1 0->47
2.000003152 306 0->2 0->47
2.000003176 305 0->0 0->48
2.000003176 304 0->1 0->48
2.000003176 303 0->2 0->48
2.000003200 302 0->0 0->49
2.000003200 301 0->1 0->49
2.000003200 300 0->2 0->49
2.000003224 299 0->0 0->50
2.000003224 298 0->1 0->50
2.000003224 297 0->2 0->50
2.000003248 296 0->0 0->51
2.000003248 295 0->1 0->51
2.000003248 294 0->2 0->51
2.000003272 293 0->0 0->52
2.000003272 292 0->1 0->52
2.000003272 291 0->2 0->52
2.000003296 290 0->0 0->53
2.000003296 289 0->1 0->53
2.000003296 288 0->2 0->53
2.000003320 287 0->0 0->54
2.000003320 286 0->1 0->54
2.000003320 285 0->2 0->54
2.000003344 284 0->0 0->55
2.000003344 283 0->1 0->55
2.000003344 282 0->2 0->55
2.000003368 281 0->0 0->56
2.000003368 280 0->1 0->56
2.000003368 279 0->2 0->56
2.000003392 278 0->0 0->57
2.000003392 277 0->1 0->57
2.000003392 276 0->2 0->57
2.000003416 275 0->0 0->58
2.000003416 274 0->1 0->58
2.000003416 273 0->2 0->58
2.000003440 272 0->0 0->59
2.000003440 271 0->1 0->59
2.000003440 270 0->2 0->59
2.000003464 269 0->0 0->60
2.000003464 268 0->1 0->60
2.000003464 267 0->2 0->60
2.000003488 266 0->0 0->61
2.000003488 265 0->1 0->61
2.000003488 264 0->2 0->61
2.000003512 263 0->0 0->62
2.000003512 262 0->1 0->62
2.000003512 261 0->2 0->62
2.000003536 260 0->0 0->63
2.000003536 259 0->1 0->63
2.000003536 258 0->2 0->63
2.000003560 257 0->0 0->64
2.000003560 256 0->1 0->64
2.000003560 255 0->2 0->64
2.000003584 254 0->0 0->65
2.000003584 253 0->1 0->65
2.000003584 252 0->2 0->65
2.000003608 251 0->0 0->66
2.000003608 250 0->1 0->66
2.000003608 249 0->2 0->66
2.000003632 248 0->0 0->67
2.000003632 247 0->1 0->67
2.000003632 246 0->2 0->67
2.000003656 245 0->0 0->68
2.000003656 244 0->1 0->68
2.000003656 243 0->2 0->68
2.000003680 242 0->0 0->69
2.000003680 241 0->1 0->69
2.000003680 240 0->2 0->69
2.000003704 239 0->0 0->70
2.000003704 238 0->1 0->70
2.000003704 237 0->2 0->70
2.000003728 236 0->0 0->71
2.000003728 235 0->1 0->71
2.000003728 234 0->2 0->71
2.000003752 233 0->0 0->72
2.000003752 232 0->1 0->72
2.000003752 231 0->2 0->72
2.000003776 230 0->0 0->73
2.000003776 229 0->1 0->73
2.000003776 228 0->2 0->73
2.000003800 227 0->0 0->74
2.000003800 226 0->1 0->74
2.000003800 225 0->2 0->74
2.000003824 224 0->0 0->75
2.000003824 223 0->1 0->75
2.000003824 222 0->2 0->75
2.000003848 221 0->0 0->76
2.000003848 220 0->1 0->76
2.000003848 219 0->2 0->76
2.000003872 218 0->0 0->77
2.000003872 217 0->1 0->77
2.000003872 216 0->2 0->77
2.000003896 215 0->0 0->78
2.000003896 214 0->1 0->78
2.000003896 213 0->2 0->78
2.000003920 212 0->0 0->79
2.000003920 211 0->1 0->79
2.000003920 210 0->2 0->79
2.000003944 209 0->0 0->80
2.000003944 208 0->1 0->80
2.000003944 207 0->2 0->80
2.000003968 206 0->0 0->81
2.000003968 205 0->1 0->81
2.000003968 204 0->2 0->81
2.000003992 203 0->0 0->82
2.000003992 202 0->1 0->82
2.000003992 201 0->2 0->82
2.000004016 200 0->0 0->83
2.000004016 199 0->1 0->83
2.000004016 198 0->2 0->83
2.000004040 197 0->0 0->84
2.000004040 196 0->1 0->84
2.000004040 195 0->2 0->84
2.000004064 194 0->0 0->85
2.000004064 193 0->1 0->85
2.000004064 192 0->2 0->85
2.000004088 191 0->0 0->86
2.000004088 190 0->1 0->86
2.000004088 189 0->2 0->86
2.000004112 188 0->0 0->87
2.000004112 187 0->1 0->87
2.000004112 186 0->2 0->87
2.000004136 185 0->0 0->88
2.000004136 184 0->1 0->88
2.000004136 183 0->2 0->88
2.000004160 182 0->0 0->89
2.000004160 181 0->1 0->89
2.000004160 180 0->2 0->89
2.000004184 179 0->0 0->90
2.000004184 178 0->1 0->90
2.000004184 177 0->2 0->90
2.000004208 176 0->0 0->91
2.000004208 175 0->1 0->91
2.000004208 174 0->2 0->91
2.000004232 173 0->0 0->92
2.000004232 172 0->1 0->92
2.000004232 171 0->2 0->92
2.000004256 170 0->0 0->93
2.000004256 169 0->1 0->93
2.000004256 168 0->2 0->93
2.000004280 167 0->0 0->94
2.000004280 166 0->1 0->94
2.000004280 165 0->2 0->94
2.000004304 164 0->0 0->95
2.000004304 163 0->1 0->95
2.000004304 162 0->2 0->95
2.000004328 161 0->0 0->96
2.000004328 160 0->1 0->96
2.000004328 159 0->2 0->96
2.000004352 158 0->0 0->97
2.000004352 157 0->1 0->97
2.000004352 156 0->2 0->97
2.000004376 155 0->0 0->98
2.000004376 154 0->1 0->98
2.000004376 153 0->2 0->98
2.000004400 152 0->0 0->99
2.000004400 151 0->1 0->99
2.000004400 150 0->2 0->99
2.000004424 149 0->0 0->100
2.000004424 148 0->1 0->100
2.000004424 147 0->2 0->100
2.000004448 146 0->0 0->101
2.000004448 145 0->1 0->101
2.000004448 144 0->2 0->101
2.000004472 143 0->0 0->102
2.000004472 142 0->1 0->102
2.000004472 141 0->2 0->102
2.000004496 140 0->0 0->103
2.000004496 139 0->1 0->103
2.000004496 138 0->2 0->103
2.000004520 137 0->0 0->104
2.000004520 136 0->1 0->104
2.000004520 135 0->2 0->104
2.000004544 134 0->0 0->105
2.000004544 133 0->1 0->105
2.000004544 132 0->2 0->105
2.000004568 131 0->0 0->106
2.000004568 130 0->1 0->106
2.000004568 129 0->2 0->106
2.000004592 128 0->0 0->107
2.000004592 127 0->1 0->107
2.000004592 126 0->2 0->107
2.000004616 125 0->0 0->108
2.000004616 124 0->1 0->108
2.000004616 123 0->2 0->108
2.000004640 122 0->0 0->109
2.000004640 121 0->1 0->109
2.000004640 120 0->2 0->109
2.000004664 119 0->0 0->110
2.000004664 118 0->1 0->110
2.000004664 117 0->2 0->110
2.000004688 116 0->0 0->111
2.000004688 115 0->1 0->111
2.000004688 114 0->2 0->111
2.000004712 113 0->0 0->112
2.000004712 112 0->1 0->112
2.000004712 111 0->2 0->112
2.000004736 110 0->0 0->113
2.000004736 109 0->1 0->113
2.000004736 108 0->2 0->113
2.000004760 107 0->0 0->114
2.000004760 106 0->1 0->114
2.000004760 105 0->2 0->114
2.000004784 104 0->0 0->115
2.000004784 103 0->1 0->115
2.000004784 102 0->2 0->115
2.000004808 101 0->0 0->116
2.000004808 100 0->1 0->116
2.000004808 99 0->2 0->116
2.000004832 98 0->0 0->117
2.000004832 97 0->1 0->117
2.000004832 96 0->2 0->117
2.000004856 95 0->0 0->118
2.000004856 94 0->1 0->118
2.000004856 93 0->2 0->118
2.000004880 92 0->0 0->119
2.000004880 91 0->1 0->119
2.000004880 90 0->2 0->119
2.000004904 89 0->0 0->120
2.000004904 88 0->1 0->120
2.000004904 87 0->2 0->120
2.000004928 86 0->0 0->121
2.000004928 85 0->1 0->121
2.000004928 84 0->2 0->121
2.000004952 83 0->0 0->122
2.000004952 82 0->1 0->122
2.000004952 81 0->2 0->122
2.000004976 80 0->0 0->123
2.000004976 79 0->1 0->123
2.000004976 78 0->2 0->123
2.000005000 77 0->0 0->124
2.000005000 76 0->1 0->124
2.000005000 75 0->2 0->124
2.000005024 74 0->0 0->125
2.000005024 73 0->1 0->125
2.000005024 72 0->2 0->125
2.000005048 71 0->0 0->126
2.000005048 70 0->1 0->126
2.000005048 69 0->2 0->126
2.000005072 68 0->0 0->127
2.000005072 67 0->1 0->127
2.000005072 66 0->2 0->127
2.000005096 65 0->0 0->128
2.000005096 64 0->1 0->128
2.000005096 63 0->2 0->128
2.000005120 62 0->0 0->129
2.000005120 61 0->1 0->129
2.000005120 60 0->2 0->129
2.000005144 59 0->0 0->130
2.000005144 58 0->1 0->130
2.000005144 57 0->2 0->130
2.000005168 56 0->0 0->131
2.000005168 55 0->1 0->131
2.000005168 54 0->2 0->131
2.000005192 53 0->0 0->132
2.000005192 52 0->1 0->132
2.000005192 51 0->2 0->132
2.000005216 50 0->0 0->133
2.000005216 49 0->1 0->133
2.000005216 48 0->2 0->133
2.000005240 47 0->0 0->134
2.000005240 46 0->1 0->134
2.000005240 45 0->2 0->134
2.000005264 44 0->0 0->135
2.000005264 43 0->1 0->135
2.000005264 42 0->2 0->135
2.000005288 41 0->0 0->136
2.000005288 40 0->1 0->136
2.000005288 39 0->2 0->136
2.000005312 38 0->0 0->137
2.000005312 37 0->1 0->137
2.000005312 36 0->2 0->137
2.000005336 35 0->0 0->138
2.000005336 34 0->1 0->138
2.000005336 33 0->2 0->138
2.000005360 32 0->0 0->139
2.000005360 31 0->1 0->139
2.000005360 30 0->2 0->139
2.000005384 29 0->0 0->140
2.000005384 28 0->1 0->140
2.000005384 27 0->2 0->140
2.000005408 26 0->0 0->141
2.000005408 25 0->1 0->141
2.000005408 24 0->2 0->141
2.000005432 23 0->0 0->142
2.000005432 22 0->1 0->142
2.000005432 21 0->2 0->142
2.000005456 20 0->0 0->143
2.000005456 19 0->1 0->143
2.000005456 18 0->2 0->143
2.000005480 17 0->0 0->144
2.000005480 16 0->1 0->144
2.000005480 15 0->2 0->144
2.000005504 14 0->0 0->145
2.000005504 13 0->1 0->145
2.000005504 12 0->2 0->145
2.000005528 11 0->0 0->146
2.000005528 10 0->1 0->146
2.000005528 9 0->2 0->146
2.000005552 8 0->0 0->147
2.000005552 7 0->1 0->147
2.000005552 6 0->2 0->147
2.000005576 5 0->0 0->148
2.000005576 4 0->1 0->148
2.000005576 3 0->2 0->148
2.000005600 2 0->0 0->149
2.000005600 1 0->1 0->149
2.000005600 0 0->2 0->149
2.000006080 447 0->0 0->169
2.000010120 218 0->2 0->170
2.000010144 205 0->0 0->170
2.000010144 208 0->1 0->170
2.000010144 211 0->2 0->171
2.000010168 214 0->2 0->172
2.000010192 221 0->0 0->171
2.000010192 217 0->1 0->171
2.000010192 220 0->2 0->173
2.000010216 202 0->2 0->174
2.000010240 224 0->0 0->172
2.000010240 223 0->1 0->172
2.000010240 0 0->2 0->175
2.000010264 215 0->2 0->176
2.000010288 199 0->0 0->173
2.000010288 226 0->1 0->173
2.000010288 227 0->2 0->177
2.000010312 3 0->2 0->178
2.000010336 6 0->0 0->174
2.000010336 229 0->1 0->174
2.000010336 230 0->2 0->179
2.000010360 196 0->2 0->180
2.000010384 9 0->0 0->175
2.000010384 12 0->1 0->175
2.000010384 232 0->2 0->181
2.000010408 193 0->2 0->182
2.000010432 190 0->0 0->176
2.000010432 212 0->1 0->176
2.000010432 233 0->2 0->183
2.000010456 187 0->2 0->184
2.000010480 184 0->0 0->177
2.000010480 15 0->1 0->177
2.000010480 18 0->2 0->185
2.000010504 181 0->2 0->186
2.000010528 178 0->0 0->178
2.000010528 235 0->1 0->178
2.000010528 236 0->2 0->187
2.000010552 175 0->2 0->188
2.000010576 172 0->0 0->179
2.000010576 21 0->1 0->179
2.000010576 24 0->2 0->189
2.000010600 169 0->2 0->190
2.000010624 166 0->0 0->180
2.000010624 209 0->1 0->180
2.000010624 238 0->2 0->191
2.000010648 239 0->2 0->192
2.000010672 163 0->0 0->181
2.000010672 27 0->1 0->181
2.000010672 30 0->2 0->193
2.000010696 241 0->2 0->194
2.000010720 160 0->0 0->182
2.000010720 242 0->1 0->182
2.000010720 33 0->2 0->195
2.000010744 36 0->2 0->196
2.000010768 206 0->0 0->183
2.000010768 157 0->1 0->183
2.000010768 244 0->2 0->197
2.000010792 245 0->2 0->198
2.000010816 154 0->0 0->184
2.000010816 39 0->1 0->184
2.000010816 42 0->2 0->199
2.000010840 247 0->2 0->200
2.000010864 151 0->0 0->185
2.000010864 248 0->1 0->185
2.000010864 45 0->2 0->201
2.000010888 48 0->2 0->202
2.000010912 148 0->0 0->186
2.000010912 250 0->1 0->186
2.000010912 251 0->2 0->203
2.000010936 203 0->2 0->204
2.000010960 145 0->0 0->187
2.000010960 51 0->1 0->187
2.000010960 54 0->2 0->205
2.000010984 253 0->2 0->206
2.000011008 142 0->0 0->188
2.000011008 254 0->1 0->188
2.000011008 57 0->2 0->207
2.000011032 60 0->2 0->208
2.000011056 139 0->0 0->189
2.000011056 256 0->1 0->189
2.000011056 257 0->2 0->209
2.000011080 63 0->2 0->210
2.000011104 200 0->0 0->190
2.000011104 136 0->1 0->190
2.000011104 66 0->2 0->211
2.000011128 259 0->2 0->212
2.000011152 133 0->0 0->191
2.000011152 260 0->1 0->191
2.000011152 69 0->2 0->213
2.000011176 72 0->2 0->214
2.000011200 130 0->0 0->192
2.000011200 262 0->1 0->192
2.000011200 263 0->2 0->215
2.000011224 75 0->2 0->216
2.000011248 127 0->0 0->193
2.000011248 78 0->1 0->193
2.000011248 265 0->2 0->217
2.000011272 197 0->2 0->218
2.000011296 194 0->0 0->194
2.000011296 124 0->1 0->194
2.000011296 266 0->2 0->219
2.000011320 191 0->2 0->220
2.000011344 188 0->0 0->195
2.000011344 121 0->1 0->195
2.000011344 81 0->2 0->221
2.000011368 185 0->2 0->222
2.000011392 182 0->0 0->196
2.000011392 118 0->1 0->196
2.000011392 84 0->2 0->223
2.000011416 179 0->2 0->224
2.000011440 176 0->0 0->197
2.000011440 115 0->1 0->197
2.000011440 268 0->2 0->225
2.000011464 173 0->2 0->226
2.000011488 170 0->0 0->198
2.000011488 112 0->1 0->198
2.000011488 269 0->2 0->227
2.000011512 167 0->2 0->228
2.000011536 164 0->0 0->199
2.000011536 109 0->1 0->199
2.000011536 87 0->2 0->229
2.000011560 161 0->2 0->230
2.000011584 158 0->0 0->200
2.000011584 106 0->1 0->200
2.000011584 90 0->2 0->231
2.000011608 155 0->2 0->232
2.000011632 152 0->0 0->201
2.000011632 103 0->1 0->201
2.000011632 271 0->2 0->233
2.000011656 149 0->2 0->234
2.000011680 146 0->0 0->202
2.000011680 100 0->1 0->202
2.000011680 272 0->2 0->235
2.000011704 143 0->2 0->236
2.000011728 140 0->0 0->203
2.000011728 97 0->1 0->203
2.000011728 93 0->2 0->237
2.000011752 137 0->2 0->238
2.000011776 134 0->0 0->204
2.000011776 94 0->1 0->204
2.000011776 96 0->2 0->239
2.000011800 131 0->2 0->240
2.000011824 128 0->0 0->205
2.000011824 91 0->1 0->205
2.000011824 274 0->2 0->241
2.000011848 125 0->2 0->242
2.000011872 122 0->0 0->206
2.000011872 88 0->1 0->206
2.000011872 275 0->2 0->243
2.000011896 119 0->2 0->244
2.000011920 116 0->0 0->207
2.000011920 85 0->1 0->207
2.000011920 99 0->2 0->245
2.000011944 113 0->2 0->246
2.000011968 110 0->0 0->208
2.000011968 82 0->1 0->208
2.000011968 102 0->2 0->247
2.000011992 107 0->2 0->248
2.000012016 104 0->0 0->209
2.000012016 79 0->1 0->209
2.000012016 277 0->2 0->249
2.000012040 101 0->2 0->250
2.000012064 98 0->0 0->210
2.000012064 76 0->1 0->210
2.000012064 278 0->2 0->251
2.000012088 95 0->2 0->252
2.000012112 92 0->0 0->211
2.000012112 73 0->1 0->211
2.000012112 105 0->2 0->253
2.000012136 89 0->2 0->254
2.000012160 86 0->0 0->212
2.000012160 70 0->1 0->212
2.000012160 108 0->2 0->255
2.000012184 83 0->2 0->256
2.000012208 80 0->0 0->213
2.000012208 67 0->1 0->213
2.000012208 280 0->2 0->257
2.000012232 77 0->2 0->258
2.000012256 74 0->0 0->214
2.000012256 64 0->1 0->214
2.000012256 281 0->2 0->259
2.000012280 71 0->2 0->260
2.000012304 68 0->0 0->215
2.000012304 61 0->1 0->215
2.000012304 111 0->2 0->261
2.000012328 65 0->2 0->262
2.000012352 62 0->0 0->216
2.000012352 58 0->1 0->216
2.000012352 114 0->2 0->263
2.000012376 59 0->2 0->264
2.000012400 56 0->0 0->217
2.000012400 55 0->1 0->217
2.000012400 283 0->2 0->265
2.000012424 284 0->2 0->266
2.000012448 52 0->0 0->218
2.000012448 53 0->1 0->218
2.000012448 117 0->2 0->267
2.000012472 120 0->2 0->268
2.000012496 49 0->0 0->219
2.000012496 50 0->1 0->219
2.000012496 286 0->2 0->269
2.000012520 287 0->2 0->270
2.000012544 46 0->0 0->220
2.000012544 47 0->1 0->220
2.000012544 123 0->2 0->271
2.000012568 126 0->2 0->272
2.000012592 43 0->0 0->221
2.000012592 44 0->1 0->221
2.000012592 289 0->2 0->273
2.000012616 290 0->2 0->274
2.000012640 40 0->0 0->222
2.000012640 41 0->1 0->222
2.000012640 129 0->2 0->275
2.000012664 132 0->2 0->276
2.000012688 37 0->0 0->223
2.000012688 38 0->1 0->223
2.000012688 292 0->2 0->277
2.000012712 293 0->2 0->278
2.000012736 34 0->0 0->224
2.000012736 35 0->1 0->224
2.000012736 135 0->2 0->279
2.000012760 138 0->2 0->280
2.000012784 31 0->0 0->225
2.000012784 32 0->1 0->225
2.000012784 295 0->2 0->281
2.000012808 296 0->2 0->282
2.000012832 28 0->0 0->226
2.000012832 29 0->1 0->226
2.000012832 141 0->2 0->283
2.000012856 144 0->2 0->284
2.000012880 25 0->0 0->227
2.000012880 26 0->1 0->227
2.000012880 298 0->2 0->285
2.000012904 299 0->2 0->286
2.000012928 22 0->0 0->228
2.000012928 23 0->1 0->228
2.000012928 147 0->2 0->287
2.000012952 150 0->2 0->288
2.000012976 19 0->0 0->229
2.000012976 20 0->1 0->229
2.000012976 301 0->2 0->289
2.000013000 302 0->2 0->290
2.000013024 16 0->0 0->230
2.000013024 17 0->1 0->230
2.000013024 153 0->2 0->291
2.000013048 156 0->2 0->292
2.000013072 13 0->0 0->231
2.000013072 14 0->1 0->231
2.000013072 304 0->2 0->293
2.000013096 305 0->2 0->294
2.000013120 10 0->0 0->232
2.000013120 11 0->1 0->232
2.000013120 159 0->2 0->295
2.000013144 162 0->2 0->296
2.000013168 7 0->0 0->233
2.000013168 8 0->1 0->233
2.000013168 307 0->2 0->297
2.000013192 308 0->2 0->298
2.000013216 4 0->0 0->234
2.000013216 5 0->1 0->234
2.000013216 165 0->2 0->299
2.000013240 168 0->2 0->300
2.000013264 1 0->0 0->235
2.000013264 2 0->1 0->235
2.000013264 310 0->2 0->301
2.000013288 311 0->2 0->302
2.000013312 171 0->0 0->236
2.000013312 174 0->1 0->236
2.000013312 313 0->2 0->303
2.000013336 314 0->2 0->304
2.000013360 177 0->0 0->237
2.000013360 180 0->1 0->237
2.000013360 316 0->2 0->305
2.000013384 317 0->2 0->306
2.000013408 183 0->0 0->238
2.000013408 186 0->1 0->238
2.000013408 319 0->2 0->307
2.000013432 320 0->2 0->308
2.000013456 189 0->0 0->239
2.000013456 192 0->1 0->239
2.000013456 322 0->2 0->309
2.000013480 323 0->2 0->310
2.000013504 195 0->0 0->240
2.000013504 198 0->1 0->240
2.000013504 325 0->2 0->311
2.000013528 326 0->2 0->312
2.000013552 201 0->0 0->241
2.000013552 204 0->1 0->241
2.000013552 328 0->2 0->313
2.000013576 329 0->2 0->314
2.000013600 207 0->0 0->242
2.000013600 210 0->1 0->242
2.000013600 331 0->2 0->315
2.000013624 332 0->2 0->316
2.000013648 213 0->0 0->243
2.000013648 216 0->1 0->243
2.000013648 334 0->2 0->317
2.000013672 335 0->2 0->318
2.000013696 219 0->0 0->244
2.000013696 222 0->1 0->244
2.000013696 337 0->2 0->319
2.000013744 338 0->1 0->245
2.000013744 225 0->2 0->320
2.000013792 228 0->0 0->245
2.000013792 340 0->2 0->321
2.000013816 341 0->1 0->246
2.000013840 231 0->2 0->322
2.000013888 234 0->1 0->247
2.000013888 343 0->2 0->323
2.000013936 344 0->2 0->324
2.000013960 237 0->0 0->246
2.000013960 240 0->1 0->248
2.000013984 346 0->2 0->325
2.000014032 347 0->1 0->249
2.000014032 243 0->2 0->326
2.000014080 246 0->2 0->327
2.000014104 349 0->1 0->250
2.000014128 350 0->0 0->247
2.000014128 249 0->2 0->328
2.000014176 218 0->1 0->251
2.000014176 252 0->2 0->329
2.000014224 214 0->2 0->330
2.000014248 220 0->1 0->252
2.000014272 202 0->2 0->331
2.000014296 0 0->0 0->248
2.000014320 215 0->1 0->253
2.000014320 217 0->2 0->332
2.000014368 3 0->2 0->333
2.000014392 230 0->1 0->254
2.000014416 196 0->2 0->334
2.000014440 232 0->1 0->255
2.000014464 193 0->0 0->249
2.000014464 229 0->2 0->335
2.000014464 6 0->1 0->256
2.000014488 233 0->1 0->257
2.000014512 187 0->2 0->336
2.000014512 12 0->1 0->258
2.000014536 18 0->1 0->259
2.000014560 181 0->2 0->337
2.000014560 212 0->1 0->260
2.000014584 236 0->1 0->261
2.000014608 175 0->2 0->338
2.000014608 15 0->1 0->262
2.000014632 24 0->0 0->250
2.000014632 184 0->1 0->263
2.000014656 169 0->2 0->339
2.000014656 235 0->1 0->264
2.000014704 239 0->1 0->265
2.000014752 241 0->1 0->266
2.000014800 36 0->1 0->267
2.000014800 27 0->0 0->251
2.000014848 245 0->1 0->268
2.000014896 247 0->1 0->269
2.000014944 48 0->1 0->270
2.000014968 251 0->0 0->252
2.000014992 203 0->1 0->271
2.000015040 253 0->1 0->272
2.000015088 60 0->1 0->273
2.000015136 63 0->1 0->274
2.000015136 254 0->0 0->253
2.000015184 259 0->1 0->275
2.000015232 72 0->1 0->276
2.000015280 75 0->1 0->277
2.000015304 265 0->0 0->254
2.000015328 197 0->1 0->278
2.000015328 262 0->0 0->255
2.000015352 266 0->0 0->256
2.000015376 191 0->1 0->279
2.000015376 78 0->0 0->257
2.000015400 81 0->0 0->258
2.000015424 185 0->1 0->280
2.000015424 124 0->0 0->259
2.000015448 84 0->0 0->260
2.000015472 179 0->1 0->281
2.000015472 121 0->0 0->261
2.000015496 268 0->0 0->262
2.000015520 173 0->1 0->282
2.000015520 118 0->0 0->263
2.000015544 269 0->0 0->264
2.000015568 167 0->1 0->283
2.000015568 115 0->0 0->265
2.000015592 87 0->0 0->266
2.000015616 161 0->1 0->284
2.000015616 112 0->0 0->267
2.000015640 90 0->0 0->268
2.000015664 155 0->1 0->285
2.000015664 109 0->0 0->269
2.000015688 271 0->0 0->270
2.000015712 149 0->1 0->286
2.000015712 106 0->0 0->271
2.000015736 272 0->0 0->272
2.000015760 143 0->1 0->287
2.000015760 103 0->0 0->273
2.000015784 93 0->0 0->274
2.000015808 137 0->1 0->288
2.000015808 100 0->0 0->275
2.000015832 96 0->0 0->276
2.000015856 131 0->1 0->289
2.000015856 97 0->0 0->277
2.000015880 274 0->0 0->278
2.000015904 125 0->1 0->290
2.000015904 94 0->0 0->279
2.000015928 275 0->0 0->280
2.000015952 119 0->1 0->291
2.000015952 91 0->0 0->281
2.000015976 99 0->0 0->282
2.000016000 113 0->1 0->292
2.000016000 88 0->0 0->283
2.000016024 102 0->0 0->284
2.000016048 107 0->1 0->293
2.000016048 85 0->0 0->285
2.000016072 277 0->0 0->286
2.000016096 101 0->1 0->294
2.000016096 82 0->0 0->287
2.000016120 278 0->0 0->288
2.000016144 95 0->1 0->295
2.000016144 79 0->0 0->289
2.000016168 105 0->0 0->290
2.000016192 89 0->1 0->296
2.000016192 76 0->0 0->291
2.000016216 108 0->0 0->292
